image,marked,count,left_margin_x,green_margin_x
normalization_posttest_lab_1006.png,"[(647, 2081), (429, 2083), (281, 2153), (207, 2227), (295, 202), (573, 2152)]",6,95,183
normalization_posttest_lab_1007.png,"[(322, 2018), (397, 2163), (613, 2090), (687, 2018), (322, 2091), (496, 201)]",6,169,223
normalization_posttest_lab_1008.png,"[(326, 2164), (473, 2020), (619, 2091), (399, 2092), (545, 200), (694, 2019)]",6,171,229
normalization_posttest_lab_1009.png,"[(301, 2023), (518, 2093), (664, 2020), (155, 2170), (153, 2096), (358, 202)]",6,64,131
normalization_posttest_lab_1011.png,"[(517, 2091), (225, 2020), (401, 201), (589, 2019), (225, 2092), (299, 2164)]",6,71,122
normalization_posttest_lab_1012.png,"[(625, 2151), (334, 2080), (269, 200), (625, 2078), (187, 2155), (187, 2227)]",6,67,158
normalization_posttest_lab_1018.png,"[(398, 2091), (427, 200), (326, 2162), (617, 2015), (179, 2020), (692, 2091)]",6,99,152
normalization_posttest_lab_1021.png,"[(308, 2092), (525, 2092), (381, 2020), (601, 2019), (454, 200), (235, 2164)]",6,81,136
normalization_posttest_lab_1026.png,"[(389, 2091), (604, 2090), (389, 2018), (681, 2017), (316, 2164), (394, 200)]",6,155,215
normalization_posttest_lab_1029.png,"[(226, 2092), (299, 2164), (665, 2091), (592, 2018), (401, 200), (227, 2019)]",6,73,126
normalization_posttest_lab_1030.png,"[(532, 2081), (388, 2227), (167, 2156), (255, 202), (605, 2156), (389, 2083)]",6,55,142
normalization_posttest_lab_1031.png,"[(201, 2091), (566, 2090), (422, 2164), (716, 2017), (349, 2019), (416, 201)]",6,123,177
normalization_posttest_lab_1032.png,"[(245, 2167), (319, 2093), (452, 200), (610, 2018), (173, 2023), (757, 2090)]",6,75,143
normalization_posttest_lab_1033.png,"[(172, 2169), (685, 2020), (317, 2024), (536, 2095), (369, 203), (172, 2098)]",6,75,144
normalization_posttest_lab_1034.png,"[(219, 2151), (585, 2150), (292, 2224), (367, 2079), (659, 2077), (302, 201)]",6,101,193
normalization_posttest_lab_1037.png,"[(357, 2092), (649, 2091), (356, 2019), (647, 2018), (363, 202), (284, 2163)]",6,125,184
normalization_posttest_lab_1039.png,"[(709, 2081), (268, 2153), (707, 2152), (344, 2225), (365, 199), (417, 2081)]",6,163,243
normalization_posttest_lab_1040.png,"[(182, 2078), (254, 2151), (620, 2077), (269, 200), (766, 2151), (256, 2223)]",6,67,158
normalization_posttest_lab_1041.png,"[(658, 2087), (292, 2017), (302, 199), (291, 2090), (217, 2162), (585, 2014)]",6,63,121
normalization_posttest_lab_1042.png,"[(364, 2019), (583, 2018), (218, 2164), (290, 2092), (435, 202), (509, 2092)]",6,63,121
normalization_posttest_lab_1048.png,"[(517, 2092), (736, 2019), (297, 2093), (225, 2021), (302, 202), (223, 2167)]",6,66,129
normalization_posttest_lab_1049.png,"[(590, 2091), (370, 2018), (445, 199), (591, 2018), (296, 2091), (151, 2165)]",6,69,126
normalization_posttest_lab_1051.png,"[(146, 2167), (509, 2093), (293, 2093), (355, 201), (584, 2020), (221, 2023)]",6,63,121
normalization_posttest_lab_1052.png,"[(381, 2165), (673, 2020), (368, 203), (525, 2092), (161, 2095), (233, 2020)]",6,73,133
normalization_posttest_lab_1053.png,"[(350, 2095), (424, 2021), (277, 2168), (715, 2095), (715, 2021), (502, 203)]",6,125,180
normalization_posttest_lab_1057.png,"[(375, 2089), (230, 2017), (593, 2017), (668, 2089), (407, 199), (376, 2163)]",6,77,127
normalization_posttest_lab_805.png,"[(553, 2147), (185, 2150), (698, 2074), (269, 199), (407, 2075), (260, 2222)]",6,69,162
normalization_posttest_lab_806.png,"[(569, 2091), (206, 2163), (719, 2018), (353, 2018), (352, 2091), (418, 202)]",6,123,178
normalization_posttest_lab_807.png,"[(659, 2018), (219, 2165), (367, 2092), (508, 2092), (292, 2020), (436, 200)]",6,61,120
normalization_posttest_lab_814.png,"[(386, 2079), (314, 2224), (241, 2152), (676, 2078), (675, 2149), (319, 202)]",6,114,214
normalization_posttest_lab_821.png,"[(373, 2092), (667, 2019), (152, 2020), (298, 2164), (665, 2092), (405, 202)]",6,75,124
normalization_posttest_lab_826.png,"[(622, 2093), (843, 2020), (331, 2092), (405, 2021), (257, 2165), (469, 202)]",6,175,234
normalization_posttest_lab_827.png,"[(331, 200), (537, 2018), (244, 2162), (245, 2091), (536, 2091), (320, 2019)]",6,93,147
normalization_posttest_lab_840.png,"[(283, 2019), (647, 2017), (356, 2091), (453, 201), (719, 2087), (355, 2163)]",6,125,182
normalization_posttest_lab_843.png,"[(224, 2019), (296, 2091), (455, 200), (590, 2019), (223, 2163), (514, 2092)]",6,81,123
normalization_posttest_lab_903.png,"[(590, 2096), (371, 2098), (737, 2023), (429, 206), (297, 2173), (370, 2026)]",6,137,201
normalization_posttest_lab_904.png,"[(272, 2092), (635, 2019), (710, 2091), (343, 2164), (445, 200), (272, 2021)]",6,115,174
normalization_posttest_lab_905.png,"[(725, 2019), (289, 2165), (418, 201), (433, 2091), (359, 2020), (579, 2095), (1208, 164), (1317, 190)]",8,125,194
normalization_posttest_lab_909.png,"[(311, 2165), (311, 2092), (603, 2091), (458, 2019), (676, 2019), (525, 202)]",6,149,209
normalization_posttest_lab_910.png,"[(501, 2078), (645, 2151), (280, 2151), (719, 2077), (501, 2222), (369, 199)]",6,167,258
normalization_posttest_lab_912.png,"[(745, 2020), (158, 2096), (379, 2020), (669, 2093), (232, 2167), (365, 203)]",6,73,129
normalization_posttest_lab_919.png,"[(357, 201), (338, 2225), (704, 2080), (704, 2155), (411, 2080), (266, 2155)]",6,157,241
normalization_posttest_lab_923.png,"[(525, 2091), (160, 2164), (673, 2015), (381, 199), (308, 2020), (383, 2090)]",6,87,132
normalization_posttest_lab_926.png,"[(242, 2155), (464, 2081), (243, 2229), (682, 2081), (609, 2155), (328, 201)]",6,127,218
normalization_posttest_lab_927.png,"[(232, 2020), (232, 2093), (596, 2020), (304, 2164), (521, 2093), (413, 203)]",6,83,133
normalization_posttest_lab_929.png,"[(603, 2090), (400, 199), (676, 2018), (383, 2017), (311, 2161), (458, 2087)]",6,163,208
normalization_posttest_lab_930.png,"[(469, 2080), (320, 2152), (328, 202), (832, 2150), (322, 2227), (614, 2081)]",6,128,222
normalization_posttest_lab_932.png,"[(235, 2174), (161, 2103), (746, 2099), (161, 2030), (673, 2029), (451, 209)]",6,75,138
normalization_posttest_lab_934.png,"[(381, 2164), (308, 2091), (307, 2020), (482, 201), (820, 2019), (821, 2091)]",6,153,210
normalization_posttest_lab_943.png,"[(322, 202), (317, 2080), (682, 2151), (754, 2079), (464, 2225), (392, 2153)]",6,123,219
normalization_posttest_lab_945.png,"[(669, 2020), (381, 202), (303, 2023), (669, 2093), (304, 2167), (231, 2096)]",6,143,205
normalization_posttest_lab_950.png,"[(427, 2018), (571, 2090), (646, 2018), (280, 2163), (353, 2091), (499, 201)]",6,127,182
normalization_posttest_lab_952.png,"[(502, 2091), (575, 2018), (209, 2019), (385, 200), (208, 2092), (284, 2164)]",6,55,110
normalization_posttest_lab_953.png,"[(705, 2078), (266, 2223), (413, 2078), (557, 2150), (191, 2150), (284, 200)]",6,83,170
normalization_posttest_lab_954.png,"[(526, 2090), (237, 2091), (237, 2163), (316, 201), (310, 2020), (601, 2017)]",6,79,139
normalization_posttest_lab_956.png,"[(339, 2090), (632, 2017), (350, 199), (557, 2087), (266, 2162), (338, 2018)]",6,115,165
normalization_posttest_watrin_1004.png,"[(219, 2167), (292, 2021), (509, 2095), (357, 202), (145, 2096), (657, 2021)]",6,63,121
normalization_posttest_watrin_1015.png,"[(215, 2165), (580, 2020), (214, 2092), (363, 2021), (506, 2090), (436, 201)]",6,61,118
normalization_posttest_watrin_1017.png,"[(267, 2167), (339, 2023), (338, 2095), (703, 2095), (632, 2024), (351, 206)]",6,113,166
normalization_posttest_watrin_1036.png,"[(639, 2021), (199, 2023), (124, 2167), (125, 2096), (490, 2093), (338, 201)]",6,47,100
normalization_posttest_watrin_1043.png,"[(272, 2020), (197, 2165), (197, 2093), (562, 2023), (295, 203), (489, 2095)]",6,56,99
normalization_posttest_watrin_1047.png,"[(731, 2021), (219, 2095), (291, 2168), (145, 2023), (393, 201), (583, 2095)]",6,65,121
normalization_posttest_watrin_1056.png,"[(267, 2165), (340, 2020), (560, 2091), (633, 2019), (341, 2093), (340, 200)]",6,103,168
normalization_posttest_watrin_802.png,"[(272, 2227), (196, 2155), (562, 2153), (285, 202), (419, 2083)]",5,83,172
normalization_posttest_watrin_809.png,"[(598, 2019), (308, 2093), (449, 202), (235, 2167), (381, 2019), (601, 2092)]",6,75,135
normalization_posttest_watrin_810.png,"[(524, 2092), (598, 2020), (235, 2019), (233, 2164), (233, 2091), (457, 200)]",6,83,132
normalization_posttest_watrin_813.png,"[(313, 2020), (530, 2093), (164, 2093), (677, 2021), (381, 202), (163, 2167)]",6,87,140
normalization_posttest_watrin_815.png,"[(220, 2229), (442, 2083), (220, 2157), (807, 2084), (310, 206), (733, 2155)]",6,109,196
normalization_posttest_watrin_818.png,"[(586, 2093), (368, 2021), (513, 2021), (367, 2095), (295, 2168), (398, 205)]",6,67,119
normalization_posttest_watrin_819.png,"[(451, 2224), (377, 2080), (669, 2152), (230, 2150), (323, 201), (597, 2080)]",6,123,206
normalization_posttest_watrin_823.png,"[(368, 2079), (295, 2223), (219, 2152), (806, 2077), (583, 2151), (299, 201)]",6,101,196
normalization_posttest_watrin_825.png,"[(239, 2095), (604, 2020), (677, 2095), (412, 202), (385, 2021)]",5,83,140
normalization_posttest_watrin_829.png,"[(465, 202), (538, 2019), (759, 2091), (245, 2163), (322, 2090), (391, 2020)]",6,89,149
normalization_posttest_watrin_832.png,"[(193, 2167), (341, 2021), (706, 2021), (557, 2093), (413, 2092), (404, 202)]",6,109,164
normalization_posttest_watrin_833.png,"[(611, 2093), (476, 201), (611, 2019), (395, 2019), (247, 2164), (245, 2092)]",6,101,148
normalization_posttest_watrin_835.png,"[(385, 203), (248, 2093), (613, 2021), (686, 2093), (320, 2020), (393, 2165)]",6,95,146
normalization_posttest_watrin_839.png,"[(333, 2093), (333, 2020), (551, 2092), (551, 2021), (261, 2165), (346, 201)]",6,107,163
normalization_posttest_watrin_845.png,"[(669, 2079), (229, 2155), (742, 2151), (449, 2225), (379, 2080), (315, 201)]",6,113,203
normalization_posttest_watrin_847.png,"[(319, 202), (310, 2021), (675, 2092), (527, 2021), (310, 2167), (235, 2095)]",6,81,134
normalization_posttest_watrin_848.png,"[(308, 2167), (373, 203), (674, 2021), (526, 2093), (161, 2095), (304, 2023)]",6,81,138
normalization_posttest_watrin_849.png,"[(539, 2091), (614, 2018), (321, 2163), (248, 2090), (249, 2018), (435, 200)]",6,105,150
normalization_posttest_watrin_851.png,"[(188, 2101), (700, 2025), (391, 209), (334, 2027), (335, 2171), (699, 2096)]",6,99,163
normalization_posttest_watrin_852.png,"[(313, 2164), (605, 2020), (239, 2020), (417, 201), (677, 2091), (241, 2092)]",6,89,142
normalization_posttest_watrin_854.png,"[(608, 2018), (533, 2091), (315, 2091), (389, 2018), (243, 2164), (464, 200)]",6,89,144
normalization_posttest_watrin_906.png,"[(232, 2096), (453, 203), (380, 2023), (524, 2096), (233, 2170), (597, 2021)]",6,79,130
normalization_posttest_watrin_911.png,"[(539, 2081), (172, 2155), (538, 2153), (320, 2083), (245, 2225), (262, 202)]",6,59,147
normalization_posttest_watrin_914.png,"[(646, 2084), (281, 2228), (208, 2156), (298, 206), (794, 2156), (355, 2083)]",6,97,181
normalization_posttest_watrin_916.png,"[(326, 2153), (326, 2083), (617, 2083), (253, 2228), (263, 203), (544, 2153)]",6,61,152
normalization_posttest_watrin_921.png,"[(665, 2021), (152, 2095), (368, 202), (297, 2021), (153, 2165), (517, 2097)]",6,77,124
normalization_posttest_watrin_924.png,"[(387, 205), (361, 2026), (141, 2169), (655, 2096), (214, 2098), (507, 2024)]",6,57,111
normalization_posttest_watrin_935.png,"[(287, 2095), (505, 2093), (580, 2021), (299, 203), (215, 2167), (286, 2021)]",6,59,117
normalization_posttest_watrin_936.png,"[(439, 200), (368, 2019), (221, 2164), (586, 2020), (292, 2091), (583, 2091)]",6,63,119
normalization_posttest_watrin_937.png,"[(293, 2025), (362, 206), (147, 2171), (146, 2097), (659, 2026), (511, 2098)]",6,69,130
normalization_posttest_watrin_938.png,"[(547, 2155), (253, 2228), (693, 2083), (269, 202), (182, 2157), (403, 2084)]",6,69,157
normalization_posttest_watrin_940.png,"[(223, 2099), (589, 2026), (224, 2029), (405, 207), (297, 2174), (736, 2099)]",6,73,123
normalization_posttest_watrin_941.png,"[(597, 2023), (314, 203), (521, 2093), (304, 2024), (304, 2095), (230, 2169)]",6,75,133
normalization_posttest_watrin_942.png,"[(441, 2080), (293, 2151), (219, 2224), (657, 2080), (313, 199), (647, 2151)]",6,108,192
normalization_posttest_watrin_944.png,"[(748, 2080), (527, 2153), (160, 2155), (308, 2083), (247, 201), (383, 2227)]",6,45,136
normalization_posttest_watrin_947.png,"[(292, 2093), (292, 2020), (308, 203), (218, 2165), (586, 2020), (659, 2095)]",6,67,119
normalization_posttest_watrin_948.png,"[(299, 2095), (517, 2095), (664, 2023), (452, 203), (225, 2167), (373, 2024)]",6,79,127
normalization_posttest_watrin_951.png,"[(542, 2090), (691, 2017), (250, 2162), (398, 2017), (326, 2090), (476, 197)]",6,101,153
normalization_posttest_watrin_955.png,"[(242, 2093), (314, 2021), (531, 2093), (607, 2020), (241, 2164), (322, 203)]",6,87,144
normalization_posttest_watrin_957.png,"[(777, 2097), (411, 2098), (338, 2170), (265, 2098), (777, 2023), (263, 2024), (442, 205)]",7,113,163
normalization_pretest_lab_1001.png,"[(667, 201), (561, 2059), (927, 2060), (853, 2131), (559, 2204), (561, 2131)]",6,N/A,N/A
normalization_pretest_lab_1003.png,"[(549, 2139), (476, 2067), (1064, 2139), (843, 2067), (575, 200), (622, 2211)]",6,N/A,N/A
normalization_pretest_lab_1006.png,"[(539, 2210), (466, 2066), (687, 2140), (907, 2141), (835, 2066), (577, 199)]",6,N/A,N/A
normalization_pretest_lab_1007.png,"[(659, 200), (844, 2132), (919, 2060), (553, 2204), (551, 2132), (703, 2059)]",6,N/A,N/A
normalization_pretest_lab_1008.png,"[(839, 2068), (544, 2140), (470, 2211), (911, 2141), (709, 201), (471, 2067)]",6,N/A,N/A
normalization_pretest_lab_1009.png,"[(915, 2067), (622, 2066), (695, 2211), (547, 2138), (626, 200), (988, 2140)]",6,N/A,N/A
normalization_pretest_lab_1011.png,"[(849, 2067), (629, 2067), (628, 2139), (556, 2215), (578, 201), (848, 2137)]",6,N/A,N/A
normalization_pretest_lab_1012.png,"[(917, 2068), (477, 2143), (621, 203), (549, 2069), (843, 2140), (697, 2216)]",6,N/A,N/A
normalization_pretest_lab_1018.png,"[(849, 2131), (705, 2205), (923, 2057), (557, 2060), (483, 2134), (661, 202)]",6,N/A,N/A
normalization_pretest_lab_1021.png,"[(549, 2132), (698, 2204), (549, 2060), (1064, 2132), (916, 2060), (659, 202)]",6,N/A,N/A
normalization_pretest_lab_1026.png,"[(994, 2139), (481, 2213), (628, 2141), (848, 2068), (481, 2071), (577, 203)]",6,N/A,N/A
normalization_pretest_lab_1029.png,"[(659, 200), (845, 2128), (627, 2129), (919, 2056), (700, 2198), (553, 2056)]",6,N/A,N/A
normalization_pretest_lab_1030.png,"[(923, 2068), (556, 2069), (704, 2213), (849, 2141), (622, 205), (484, 2141)]",6,N/A,N/A
normalization_pretest_lab_1031.png,"[(850, 2067), (754, 202), (923, 2140), (632, 2068), (632, 2213), (631, 2140)]",6,N/A,N/A
normalization_pretest_lab_1032.png,"[(477, 2137), (698, 2209), (551, 2066), (991, 2137), (1066, 2063), (748, 201)]",6,N/A,N/A
normalization_pretest_lab_1033.png,"[(925, 2066), (705, 2212), (557, 2067), (853, 2139), (484, 2141), (627, 201)]",6,N/A,N/A
normalization_pretest_lab_1034.png,"[(554, 2139), (995, 2066), (628, 2211), (629, 2067), (995, 2138), (709, 202)]",6,N/A,N/A
normalization_pretest_lab_1037.png,"[(925, 2066), (997, 2138), (482, 2066), (580, 200), (704, 2140), (632, 2212)]",6,N/A,N/A
normalization_pretest_lab_1039.png,"[(697, 2203), (916, 2059), (550, 2059), (550, 2131), (991, 2131), (656, 202)]",6,N/A,N/A
normalization_pretest_lab_1040.png,"[(921, 2139), (628, 2139), (482, 2066), (1067, 2067), (554, 2211), (710, 201)]",6,N/A,N/A
normalization_pretest_lab_1041.png,"[(631, 2211), (632, 2066), (482, 2138), (995, 2137), (851, 2065), (757, 201)]",6,N/A,N/A
normalization_pretest_lab_1042.png,"[(563, 2143), (929, 2067), (857, 2140), (711, 2215), (752, 202), (637, 2071)]",6,N/A,N/A
normalization_pretest_lab_1048.png,"[(923, 2068), (632, 2143), (557, 2071), (997, 2141), (483, 2216), (751, 206)]",6,N/A,N/A
normalization_pretest_lab_1049.png,"[(844, 2137), (626, 2210), (700, 2137), (553, 2065), (1067, 2065), (752, 199)]",6,N/A,N/A
normalization_pretest_lab_1051.png,"[(919, 2056), (551, 2201), (661, 202), (626, 2056), (477, 2129), (1066, 2128)]",6,N/A,N/A
normalization_pretest_lab_1052.png,"[(555, 2150), (995, 2074), (555, 2078), (482, 2222), (921, 2147), (747, 212)]",6,N/A,N/A
normalization_pretest_lab_1053.png,"[(627, 2211), (478, 2139), (621, 202), (478, 2068), (1066, 2065), (1065, 2139)]",6,N/A,N/A
normalization_pretest_lab_1057.png,"[(847, 2129), (921, 2056), (628, 2057), (701, 2203), (659, 201), (553, 2131)]",6,N/A,N/A
normalization_pretest_lab_805.png,"[(551, 2139), (844, 2066), (698, 2211), (749, 200), (625, 2066), (991, 2138)]",6,N/A,N/A
normalization_pretest_lab_806.png,"[(920, 2067), (700, 2212), (705, 202), (478, 2068), (1067, 2139), (627, 2140)]",6,N/A,N/A
normalization_pretest_lab_807.png,"[(481, 2073), (920, 2143), (626, 2216), (920, 2071), (699, 206), (478, 2141)]",6,N/A,N/A
normalization_pretest_lab_814.png,"[(920, 2134), (920, 2062), (626, 196), (703, 2133), (555, 2062), (627, 2206)]",6,N/A,N/A
normalization_pretest_lab_821.png,"[(554, 2140), (481, 2213), (845, 2139), (631, 2067), (706, 203), (845, 2067)]",6,N/A,N/A
normalization_pretest_lab_826.png,"[(544, 2060), (655, 201), (911, 2132), (544, 2133), (837, 2059), (619, 2205)]",6,N/A,N/A
normalization_pretest_lab_827.png,"[(988, 2143), (476, 2072), (915, 2069), (619, 205), (697, 2143), (549, 2217)]",6,N/A,N/A
normalization_pretest_lab_840.png,"[(554, 2217), (627, 2072), (919, 2143), (845, 2071), (742, 206), (700, 2145)]",6,N/A,N/A
normalization_pretest_lab_843.png,"[(484, 2146), (1071, 2069), (574, 208), (484, 2074), (707, 2217), (1073, 2140)]",6,N/A,N/A
normalization_pretest_lab_903.png,"[(483, 2073), (557, 2217), (848, 2071), (1072, 2144), (633, 2145), (579, 207)]",6,N/A,N/A
normalization_pretest_lab_904.png,"[(841, 2066), (475, 2066), (547, 2209), (574, 201), (620, 2137), (1061, 2134)]",6,N/A,N/A
normalization_pretest_lab_905.png,"[(634, 2203), (485, 2131), (923, 2056), (664, 202), (561, 2061), (923, 2128), (1585, 209)]",7,N/A,N/A
normalization_pretest_lab_909.png,"[(550, 2054), (477, 2127), (550, 2198), (919, 2054), (663, 199), (916, 2128)]",6,N/A,N/A
normalization_pretest_lab_910.png,"[(920, 2143), (553, 2217), (628, 2143), (479, 2069), (917, 2071), (704, 206)]",6,N/A,N/A
normalization_pretest_lab_912.png,"[(637, 2067), (1004, 2065), (488, 2139), (1077, 2138), (711, 202), (563, 2211)]",6,N/A,N/A
normalization_pretest_lab_919.png,"[(1065, 2068), (700, 2212), (577, 203), (555, 2141), (919, 2140), (478, 2067)]",6,N/A,N/A
normalization_pretest_lab_923.png,"[(543, 2138), (752, 201), (910, 2139), (983, 2066), (616, 2210), (467, 2065)]",6,N/A,N/A
normalization_pretest_lab_926.png,"[(1066, 2128), (919, 2056), (478, 2201), (663, 200), (553, 2057), (628, 2129)]",6,N/A,N/A
normalization_pretest_lab_927.png,"[(479, 2069), (847, 2141), (627, 2143), (553, 2215), (707, 202), (919, 2067)]",6,N/A,N/A
normalization_pretest_lab_929.png,"[(622, 2217), (548, 2072), (694, 2144), (841, 2144), (917, 2071), (697, 206)]",6,N/A,N/A
normalization_pretest_lab_930.png,"[(848, 2074), (481, 2074), (581, 209), (921, 2147), (476, 2217), (628, 2146)]",6,N/A,N/A
normalization_pretest_lab_932.png,"[(992, 2137), (1066, 2065), (477, 2212), (477, 2066), (748, 199), (550, 2139)]",6,N/A,N/A
normalization_pretest_lab_934.png,"[(923, 2066), (998, 2138), (559, 2067), (706, 2139), (626, 201), (485, 2212)]",6,N/A,N/A
normalization_pretest_lab_943.png,"[(919, 2137), (553, 2139), (701, 2065), (621, 2211), (917, 2066), (707, 199)]",6,N/A,N/A
normalization_pretest_lab_945.png,"[(622, 2210), (842, 2137), (549, 2138), (476, 2066), (916, 2065), (623, 199)]",6,N/A,N/A
normalization_pretest_lab_950.png,"[(551, 2067), (752, 200), (699, 2211), (1066, 2138), (625, 2140), (992, 2066)]",6,N/A,N/A
normalization_pretest_lab_952.png,"[(921, 2068), (479, 2069), (628, 2141), (701, 2213), (1069, 2140), (573, 203)]",6,N/A,N/A
normalization_pretest_lab_953.png,"[(706, 2141), (999, 2139), (923, 2067), (623, 203), (559, 2068), (709, 2213)]",6,N/A,N/A
normalization_pretest_lab_954.png,"[(917, 2141), (478, 2069), (478, 2213), (700, 2141), (703, 205), (845, 2068)]",6,N/A,N/A
normalization_pretest_lab_956.png,"[(465, 2067), (1053, 2067), (464, 2212), (614, 2139), (977, 2139), (692, 203)]",6,N/A,N/A
normalization_pretest_watrin_1004.png,"[(477, 2210), (477, 2063), (698, 2137), (843, 2137), (844, 2063), (577, 196)]",6,N/A,N/A
normalization_pretest_watrin_1015.png,"[(631, 2223), (851, 2150), (619, 212), (484, 2080), (926, 2077), (632, 2150)]",6,N/A,N/A
normalization_pretest_watrin_1017.png,"[(481, 2125), (628, 2198), (628, 2053), (664, 195), (1069, 2125), (922, 2053)]",6,N/A,N/A
normalization_pretest_watrin_1036.png,"[(993, 2137), (551, 2207), (847, 2065), (699, 2135), (477, 2065), (712, 196)]",6,N/A,N/A
normalization_pretest_watrin_1043.png,"[(988, 2067), (472, 2065), (754, 199), (619, 2212), (913, 2139), (543, 2140)]",6,N/A,N/A
normalization_pretest_watrin_1047.png,"[(631, 2209), (849, 2066), (757, 199), (484, 2065), (923, 2138), (629, 2138)]",6,N/A,N/A
normalization_pretest_watrin_1056.png,"[(632, 2216), (997, 2143), (556, 2071), (922, 2069), (485, 2144), (623, 206)]",6,N/A,N/A
normalization_pretest_watrin_802.png,"[(479, 2069), (1067, 2066), (575, 200), (628, 2143)]",4,N/A,N/A
normalization_pretest_watrin_809.png,"[(1067, 2066), (479, 2066), (847, 2138), (701, 2137), (479, 2209), (579, 200)]",6,N/A,N/A
normalization_pretest_watrin_810.png,"[(917, 2056), (550, 2129), (550, 2057), (843, 2129), (475, 2204), (659, 199)]",6,N/A,N/A
normalization_pretest_watrin_813.png,"[(1061, 2138), (915, 2065), (747, 199), (549, 2065), (547, 2138), (693, 2209)]",6,N/A,N/A
normalization_pretest_watrin_815.png,"[(844, 2065), (549, 2210), (843, 2138), (476, 2065), (625, 2139), (574, 200)]",6,N/A,N/A
normalization_pretest_watrin_818.png,"[(843, 2057), (989, 2131), (698, 2129), (550, 2057), (623, 2204), (665, 200)]",6,N/A,N/A
normalization_pretest_watrin_819.png,"[(477, 2212), (551, 2139), (621, 202), (991, 2138), (550, 2068), (919, 2067)]",6,N/A,N/A
normalization_pretest_watrin_823.png,"[(701, 2140), (921, 2139), (704, 201), (701, 2212), (921, 2066), (481, 2067)]",6,N/A,N/A
normalization_pretest_watrin_825.png,"[(623, 2211), (698, 2065), (705, 200), (549, 2065), (917, 2065)]",5,N/A,N/A
normalization_pretest_watrin_829.png,"[(1069, 2137), (479, 2066), (625, 199)]",3,N/A,N/A
normalization_pretest_watrin_831.png,"[(555, 2131), (922, 2059), (921, 2129), (629, 2059), (664, 200), (631, 2201)]",6,N/A,N/A
normalization_pretest_watrin_832.png,"[(916, 2060), (623, 2203), (477, 2131), (658, 202), (550, 2059), (1061, 2131)]",6,N/A,N/A
normalization_pretest_watrin_833.png,"[(631, 202), (556, 2067)]",2,N/A,N/A
normalization_pretest_watrin_835.png,"[(842, 2135), (621, 2209), (622, 2135), (701, 197), (916, 2062), (472, 2063)]",6,N/A,N/A
normalization_pretest_watrin_839.png,"[(689, 2066), (1057, 2067), (983, 2140), (747, 200)]",4,N/A,N/A
normalization_pretest_watrin_845.png,"[(841, 2128), (549, 2056), (915, 2056), (473, 2129), (549, 2201), (662, 200)]",6,N/A,N/A
normalization_pretest_watrin_847.png,"[(470, 2139), (752, 201), (470, 2067), (619, 2211), (911, 2067), (983, 2139)]",6,N/A,N/A
normalization_pretest_watrin_848.png,"[(621, 2067), (1060, 2140), (473, 2213), (745, 201), (913, 2068), (619, 2135)]",6,N/A,N/A
normalization_pretest_watrin_849.png,"[(693, 2201), (622, 2129), (549, 2056), (843, 2057), (662, 201), (842, 2131)]",6,N/A,N/A
normalization_pretest_watrin_851.png,"[(620, 2143), (472, 2069), (911, 2140), (471, 2215), (700, 202), (915, 2069)]",6,N/A,N/A
normalization_pretest_watrin_852.png,"[(549, 2211), (475, 2066), (1063, 2066), (843, 2135), (475, 2137), (620, 200)]",6,N/A,N/A
normalization_pretest_watrin_854.png,"[(921, 2075), (479, 2078), (479, 2222), (698, 211), (554, 2151), (994, 2147)]",6,N/A,N/A
normalization_pretest_watrin_906.png,"[(921, 2128), (921, 2055), (656, 197), (627, 2126), (627, 2200), (555, 2055)]",6,N/A,N/A
normalization_pretest_watrin_911.png,"[(710, 2224), (711, 2152), (488, 2083), (700, 215), (1076, 2078), (1001, 2150)]",6,N/A,N/A
normalization_pretest_watrin_914.png,"[(469, 2065), (617, 2138), (911, 2066), (542, 2211), (838, 2135), (573, 196)]",6,N/A,N/A
normalization_pretest_watrin_916.png,"[(469, 2056), (837, 2056), (542, 2200), (657, 199), (467, 2128), (1058, 2128)]",6,N/A,N/A
normalization_pretest_watrin_921.png,"[(1066, 2135), (478, 2135), (920, 2063), (626, 2206), (551, 2063), (626, 196)]",6,N/A,N/A
normalization_pretest_watrin_924.png,"[(619, 2210), (473, 2139), (1059, 2061), (910, 2135), (695, 199), (693, 2063)]",6,N/A,N/A
normalization_pretest_watrin_935.png,"[(476, 2067), (550, 2139), (572, 200), (699, 2211), (988, 2137), (844, 2065)]",6,N/A,N/A
normalization_pretest_watrin_936.png,"[(476, 2073), (477, 2217), (1063, 2143), (625, 2145), (916, 2073), (698, 207)]",6,N/A,N/A
normalization_pretest_watrin_937.png,"[(625, 2137), (1064, 2135), (699, 2207), (476, 2066), (578, 199), (1064, 2065)]",6,N/A,N/A
normalization_pretest_watrin_938.png,"[(688, 2219), (616, 2147), (469, 2077), (837, 2147), (694, 208), (910, 2077)]",6,N/A,N/A
normalization_pretest_watrin_940.png,"[(703, 2217), (704, 2145), (922, 2072), (482, 2074), (619, 206), (997, 2143)]",6,N/A,N/A
normalization_pretest_watrin_941.png,"[(837, 2140), (620, 2068), (839, 2067), (545, 2212), (543, 2139), (754, 200)]",6,N/A,N/A
normalization_pretest_watrin_942.png,"[(617, 2128), (467, 2054), (661, 197), (909, 2056), (1054, 2128), (614, 2205)]",6,N/A,N/A
